clothing_id,clothing_type,size,material,season,color,waist,chest,hip,length,activity_type,compression_level,moisture_wicking,breathability,elasticity,uv_protection,reflective_elements,pockets,inseam_length,waistband_type,fit_style,brand_name
779,Jacket,L,Spandex,Summer,Black,29,46,40,30,Weightlifting,Medium,Yes,Low,High,No,No,2,3,Drawstring,Slim,Nike
780,Jacket,L,Spandex,Spring,Green,34,46,37,29,Cycling,Low,No,Medium,Low,Yes,Yes,1,3,Elastic,Slim,Nike
781,Shorts,M,Polyester,Summer,White,32,0,32,32,Yoga,Medium,No,High,High,No,Yes,2,1,Drawstring,Relaxed,Nike
782,Leggings,M,Spandex,Fall,White,35,0,34,26,Cycling,Medium,Yes,Medium,High,No,Yes,2,9,Drawstring,Relaxed,Adidas
783,Jacket,XS,Linen,Summer,Green,27,46,48,30,Cycling,Medium,No,Medium,Low,Yes,Yes,1,1,Drawstring,Relaxed,Nike
784,Tank Top,S,Spandex,Winter,White,26,46,0,22,Weightlifting,High,No,Medium,Low,Yes,Yes,3,1,Elastic,Slim,Adidas
785,Shirt,M,Silk,Fall,Black,31,49,0,25,Running,High,No,High,Low,No,No,2,7,Elastic,Slim,Nike
786,Jacket,L,Polyester,Winter,Black,35,43,40,31,Yoga,Low,Yes,Medium,Medium,No,No,2,8,Drawstring,Relaxed,Nike
787,Shorts,XXL,Silk,Summer,Blue,27,0,34,36,Running,Low,No,High,High,Yes,No,3,6,Drawstring,Relaxed,Nike
788,Jacket,S,Wool,Spring,White,35,30,46,27,Weightlifting,High,No,Low,Medium,Yes,Yes,3,6,Drawstring,Regular,Nike
789,Leggings,XXL,Linen,Summer,White,39,0,47,30,Weightlifting,Low,Yes,Low,Low,No,No,0,0,Drawstring,Regular,Nike
790,Leggings,S,Linen,Fall,Blue,24,0,49,21,Yoga,Low,No,Medium,High,Yes,Yes,0,6,Drawstring,Regular,Adidas
791,Tank Top,XS,Silk,Winter,Green,34,37,0,27,Running,High,Yes,High,High,No,No,2,2,Elastic,Relaxed,Nike
792,Jacket,S,Linen,Winter,White,26,38,49,31,Running,Low,Yes,Low,Medium,No,Yes,1,4,Elastic,Slim,Nike
793,Jacket,L,Nylon,Summer,Green,34,43,32,22,Weightlifting,Medium,Yes,Low,High,No,Yes,1,5,Elastic,Slim,Nike
794,Tank Top,XXL,Wool,Summer,Blue,24,47,0,26,Cycling,High,No,High,High,Yes,No,1,2,Elastic,Slim,Nike
795,Shirt,M,Cotton,Summer,Blue,26,32,0,35,Weightlifting,High,No,High,Low,No,Yes,2,6,Elastic,Slim,Nike
796,Leggings,XL,Nylon,Winter,White,39,0,32,26,Cycling,High,No,Medium,Low,Yes,Yes,1,9,Drawstring,Relaxed,Adidas
797,Shirt,L,Wool,Winter,White,38,49,0,22,Yoga,Low,Yes,Medium,Medium,Yes,No,3,2,Elastic,Slim,Adidas
798,Jacket,XL,Cotton,Fall,Blue,36,43,36,34,Cycling,High,Yes,Low,Medium,Yes,No,1,3,Drawstring,Slim,Nike
799,Shorts,L,Silk,Spring,Green,24,0,41,30,Yoga,Medium,Yes,Medium,Medium,No,No,0,8,Drawstring,Relaxed,Nike
800,Shirt,L,Cotton,Summer,Blue,34,31,0,28,Cycling,Low,Yes,Medium,Low,No,No,0,6,Drawstring,Regular,Adidas
801,Leggings,XXL,Nylon,Winter,Black,36,0,39,35,Weightlifting,High,Yes,Medium,High,Yes,Yes,2,4,Elastic,Regular,Nike
802,Jacket,M,Spandex,Spring,Blue,30,32,35,29,Weightlifting,High,Yes,High,Low,No,Yes,0,9,Elastic,Regular,Adidas
803,Jacket,XXL,Spandex,Winter,Green,36,35,34,39,Weightlifting,Medium,Yes,High,High,Yes,Yes,3,4,Drawstring,Regular,Nike
804,Tank Top,XL,Polyester,Fall,White,34,33,0,22,Weightlifting,Low,No,Medium,Low,No,Yes,1,8,Elastic,Relaxed,Nike
805,Leggings,M,Wool,Spring,Green,31,0,48,30,Yoga,Medium,Yes,Medium,High,No,Yes,3,5,Drawstring,Regular,Nike
806,Leggings,S,Spandex,Fall,Blue,31,0,31,31,Running,High,No,High,Low,No,Yes,2,3,Drawstring,Regular,Nike
807,Leggings,L,Cotton,Spring,Blue,35,0,42,33,Running,Low,Yes,Low,High,No,No,0,8,Drawstring,Relaxed,Nike
808,Tank Top,XL,Linen,Summer,Black,25,48,0,25,Cycling,Medium,Yes,Low,High,Yes,No,0,4,Elastic,Slim,Adidas
809,Shorts,XS,Polyester,Fall,Red,24,0,41,20,Cycling,Medium,No,Medium,Low,No,No,0,4,Drawstring,Regular,Nike
810,Shirt,XS,Spandex,Winter,Green,30,34,0,32,Cycling,Medium,Yes,Low,Medium,No,Yes,1,8,Drawstring,Regular,Adidas
811,Leggings,XL,Nylon,Winter,Red,34,0,35,33,Cycling,Medium,Yes,High,High,Yes,No,2,1,Elastic,Regular,Nike
812,Shorts,M,Linen,Spring,Blue,26,0,42,21,Cycling,Low,No,Low,Low,Yes,No,3,2,Drawstring,Relaxed,Nike
813,Jacket,XXL,Silk,Winter,Red,34,48,48,27,Running,Low,Yes,High,Medium,No,Yes,3,1,Elastic,Slim,Adidas
814,Jacket,L,Wool,Summer,White,37,42,37,38,Weightlifting,Medium,Yes,High,Low,Yes,No,0,8,Elastic,Regular,Adidas
815,Shorts,L,Silk,Spring,White,37,0,37,31,Running,Medium,Yes,Low,Low,Yes,No,3,3,Elastic,Slim,Adidas
816,Leggings,XS,Spandex,Summer,Black,28,0,39,33,Yoga,Medium,Yes,Low,High,Yes,No,2,7,Drawstring,Relaxed,Nike
817,Tank Top,XXL,Silk,Winter,White,24,43,0,20,Cycling,High,Yes,Low,High,Yes,No,0,3,Drawstring,Slim,Adidas
818,Shirt,XXL,Linen,Spring,Green,36,44,0,24,Weightlifting,Low,No,High,High,No,Yes,2,1,Drawstring,Relaxed,Adidas
819,Shorts,L,Silk,Spring,Green,26,0,38,23,Running,Medium,No,Low,Low,No,No,2,8,Elastic,Relaxed,Nike
820,Jacket,S,Polyester,Summer,White,34,30,46,33,Running,Low,Yes,Low,Medium,Yes,Yes,0,6,Elastic,Relaxed,Nike
821,Leggings,S,Wool,Fall,Blue,35,0,42,29,Cycling,Medium,No,Medium,High,No,No,3,6,Elastic,Relaxed,Nike
822,Shirt,XXL,Cotton,Winter,Blue,31,36,0,25,Weightlifting,Medium,Yes,Medium,High,Yes,No,2,1,Drawstring,Slim,Nike
823,Leggings,L,Spandex,Spring,Blue,39,0,49,20,Yoga,Low,No,High,Low,Yes,Yes,1,7,Drawstring,Relaxed,Nike
824,Shirt,M,Linen,Fall,Black,24,35,0,32,Weightlifting,Low,Yes,Medium,High,No,No,2,7,Drawstring,Regular,Nike
825,Leggings,S,Spandex,Spring,Black,36,0,44,37,Cycling,Medium,No,High,High,No,Yes,2,3,Drawstring,Slim,Adidas
826,Tank Top,XXL,Linen,Winter,Blue,32,43,0,37,Cycling,Medium,Yes,Medium,High,No,No,2,7,Drawstring,Regular,Adidas
827,Shirt,XS,Nylon,Spring,Blue,27,44,0,21,Running,High,No,Low,Medium,No,Yes,2,3,Elastic,Regular,Adidas
828,Jacket,XL,Polyester,Summer,Black,35,34,35,26,Weightlifting,Low,No,Low,Low,Yes,Yes,3,4,Elastic,Regular,Adidas
829,Shirt,XXL,Cotton,Winter,Green,35,41,0,22,Cycling,Low,Yes,Medium,Low,No,Yes,2,3,Drawstring,Slim,Adidas
830,Tank Top,S,Nylon,Spring,White,36,44,0,26,Running,Medium,No,Medium,Low,No,No,2,0,Elastic,Slim,Nike
831,Shirt,M,Wool,Spring,White,31,44,0,20,Yoga,High,Yes,High,High,No,No,2,8,Drawstring,Relaxed,Adidas
832,Jacket,S,Silk,Summer,Green,35,34,43,32,Weightlifting,High,No,Medium,Low,No,Yes,2,1,Drawstring,Slim,Adidas
833,Shorts,L,Spandex,Fall,Red,32,0,38,32,Yoga,High,Yes,Medium,Low,Yes,No,0,8,Elastic,Regular,Adidas
834,Jacket,M,Cotton,Summer,Green,24,47,38,27,Yoga,Low,No,Medium,Medium,No,Yes,3,3,Drawstring,Regular,Adidas
835,Shorts,M,Wool,Winter,Blue,38,0,41,30,Yoga,Low,No,Medium,High,Yes,No,2,6,Drawstring,Regular,Adidas
836,Tank Top,XXL,Nylon,Spring,White,30,36,0,25,Running,Low,No,Low,High,No,Yes,0,6,Elastic,Slim,Adidas
837,Leggings,XXL,Spandex,Fall,Blue,35,0,47,35,Weightlifting,Medium,No,Low,High,Yes,No,0,8,Drawstring,Regular,Nike
838,Shirt,M,Cotton,Fall,Black,34,45,0,32,Weightlifting,Low,Yes,Low,Medium,Yes,Yes,0,0,Elastic,Relaxed,Adidas
839,Jacket,M,Wool,Winter,Black,30,31,46,24,Weightlifting,Low,No,High,High,Yes,No,3,1,Drawstring,Regular,Adidas
840,Tank Top,S,Cotton,Winter,Blue,31,48,0,23,Running,Medium,Yes,Medium,Low,No,No,2,4,Elastic,Regular,Nike
841,Shorts,S,Silk,Summer,Black,24,0,35,28,Cycling,High,Yes,Medium,Medium,Yes,No,0,0,Drawstring,Relaxed,Adidas
842,Shorts,XS,Polyester,Summer,Green,31,0,32,27,Running,Medium,Yes,Low,High,No,No,3,7,Elastic,Relaxed,Nike
843,Jacket,M,Nylon,Winter,Blue,29,39,36,36,Yoga,High,Yes,Low,Medium,Yes,Yes,3,1,Elastic,Regular,Nike
844,Jacket,S,Polyester,Fall,Red,29,31,32,36,Running,High,No,Low,Medium,Yes,No,2,3,Elastic,Regular,Nike
845,Shirt,XXL,Spandex,Summer,Green,24,46,0,32,Weightlifting,Low,Yes,High,High,No,No,1,0,Drawstring,Regular,Nike
846,Jacket,M,Nylon,Winter,White,37,40,35,23,Weightlifting,Low,Yes,High,Low,No,Yes,0,2,Drawstring,Regular,Nike
847,Shirt,S,Linen,Winter,Green,34,39,0,22,Running,Low,Yes,Medium,Medium,Yes,Yes,0,1,Elastic,Slim,Nike
848,Jacket,XXL,Silk,Winter,Green,38,37,33,38,Weightlifting,Medium,Yes,High,Low,No,No,2,5,Drawstring,Regular,Nike
849,Shirt,XXL,Spandex,Summer,Red,24,30,0,35,Running,Low,Yes,Low,Low,No,No,2,5,Elastic,Slim,Adidas
850,Shirt,M,Cotton,Fall,Green,37,35,0,30,Running,High,Yes,High,High,No,Yes,2,3,Elastic,Regular,Adidas
851,Shorts,XL,Linen,Fall,Red,32,0,35,25,Running,Medium,No,Medium,Medium,No,Yes,3,0,Elastic,Slim,Adidas
852,Leggings,S,Silk,Summer,Red,27,0,44,29,Yoga,Medium,Yes,Low,High,No,Yes,2,4,Drawstring,Regular,Adidas
853,Tank Top,XXL,Spandex,Summer,White,25,37,0,38,Weightlifting,Low,No,Medium,High,Yes,No,0,3,Drawstring,Relaxed,Nike
854,Jacket,XXL,Silk,Fall,White,39,35,37,39,Weightlifting,High,Yes,High,Low,No,Yes,0,2,Drawstring,Slim,Adidas
855,Jacket,L,Spandex,Spring,White,31,41,45,20,Running,Low,No,Medium,Medium,No,No,0,3,Elastic,Slim,Adidas
856,Tank Top,XS,Spandex,Spring,Blue,36,35,0,24,Weightlifting,Medium,No,Low,Low,Yes,No,3,4,Drawstring,Slim,Nike
857,Jacket,XXL,Silk,Winter,Red,38,43,32,27,Yoga,Medium,No,Low,Low,No,Yes,1,3,Elastic,Regular,Nike
858,Shorts,XS,Nylon,Summer,Black,37,0,35,38,Cycling,High,No,Medium,Medium,No,No,1,8,Elastic,Relaxed,Nike
859,Shorts,S,Spandex,Spring,Blue,39,0,39,27,Running,Medium,No,Medium,Low,No,No,0,8,Elastic,Regular,Nike
860,Shirt,XL,Silk,Winter,Black,30,45,0,37,Yoga,High,Yes,Medium,Low,No,No,2,9,Elastic,Relaxed,Adidas
861,Leggings,XS,Spandex,Fall,White,28,0,44,37,Yoga,High,Yes,Medium,High,Yes,Yes,2,8,Drawstring,Relaxed,Adidas
862,Shirt,XXL,Linen,Fall,Black,37,35,0,29,Running,Low,Yes,Medium,Low,No,No,2,9,Drawstring,Slim,Nike
863,Jacket,XL,Nylon,Winter,Red,28,47,32,37,Yoga,Low,Yes,Low,Medium,Yes,Yes,2,5,Drawstring,Regular,Nike
864,Shirt,XS,Linen,Winter,Red,34,42,0,21,Cycling,High,No,Low,Low,Yes,No,1,9,Elastic,Relaxed,Adidas
865,Shirt,XL,Spandex,Fall,Black,26,43,0,23,Cycling,Medium,Yes,Low,Medium,Yes,Yes,2,7,Elastic,Regular,Adidas
866,Shorts,L,Cotton,Spring,Green,28,0,36,22,Cycling,High,No,High,Low,Yes,Yes,2,2,Elastic,Regular,Nike
867,Shirt,M,Silk,Winter,Blue,35,45,0,36,Cycling,High,No,Medium,High,Yes,No,2,6,Drawstring,Relaxed,Nike
868,Tank Top,M,Polyester,Spring,Green,39,40,0,39,Cycling,Medium,No,High,High,No,No,0,5,Drawstring,Regular,Adidas
869,Shorts,S,Polyester,Summer,Black,29,0,49,36,Cycling,Medium,No,Medium,High,No,No,0,9,Elastic,Slim,Nike
870,Jacket,M,Nylon,Spring,Blue,33,39,36,33,Weightlifting,High,No,Medium,High,No,No,0,7,Elastic,Slim,Adidas
871,Shorts,XXL,Spandex,Fall,White,36,0,41,39,Running,Medium,Yes,High,Medium,Yes,No,2,5,Elastic,Relaxed,Nike
872,Jacket,XXL,Nylon,Fall,Green,35,34,46,23,Running,Medium,Yes,High,Low,No,Yes,2,7,Drawstring,Regular,Adidas
873,Tank Top,XL,Linen,Winter,White,29,40,0,35,Yoga,Medium,No,Medium,Low,No,Yes,0,8,Elastic,Relaxed,Nike
874,Jacket,M,Nylon,Fall,Black,29,39,49,35,Cycling,Medium,No,High,Medium,Yes,No,2,1,Elastic,Regular,Nike
875,Shirt,M,Spandex,Summer,Green,26,41,0,26,Weightlifting,High,Yes,Medium,High,Yes,Yes,0,5,Drawstring,Regular,Adidas
876,Shorts,XL,Polyester,Fall,Blue,24,0,43,21,Running,Low,No,High,Low,Yes,No,2,7,Drawstring,Relaxed,Adidas
877,Shirt,XL,Polyester,Fall,Blue,25,33,0,38,Cycling,Low,No,High,High,Yes,Yes,0,4,Elastic,Relaxed,Adidas
878,Jacket,L,Linen,Spring,White,37,36,35,24,Running,Medium,No,Medium,Medium,No,Yes,0,2,Elastic,Slim,Nike
879,Shorts,L,Spandex,Spring,White,25,0,46,27,Running,Low,Yes,Low,High,No,Yes,1,8,Drawstring,Slim,Nike
880,Jacket,M,Nylon,Winter,Red,31,47,34,31,Cycling,Medium,No,Low,High,Yes,Yes,0,4,Elastic,Slim,Adidas
881,Leggings,XXL,Nylon,Spring,Green,37,0,35,20,Weightlifting,Low,Yes,Low,Low,Yes,Yes,1,7,Elastic,Regular,Adidas
882,Tank Top,S,Nylon,Spring,Blue,37,35,0,36,Yoga,Low,No,High,Medium,No,No,0,5,Drawstring,Regular,Nike
883,Tank Top,L,Cotton,Fall,Red,33,31,0,35,Cycling,Low,No,Medium,Low,No,No,1,9,Elastic,Regular,Nike
884,Tank Top,XL,Silk,Fall,Blue,27,41,0,34,Weightlifting,Medium,Yes,High,High,No,Yes,0,5,Drawstring,Relaxed,Nike
885,Leggings,L,Spandex,Winter,Red,24,0,36,32,Running,High,Yes,High,Low,No,No,1,3,Drawstring,Relaxed,Nike
886,Tank Top,XL,Linen,Spring,White,38,46,0,20,Cycling,Low,Yes,High,High,Yes,Yes,0,9,Elastic,Relaxed,Adidas
887,Jacket,S,Nylon,Summer,Red,33,30,38,27,Weightlifting,Low,No,Low,High,No,Yes,3,9,Drawstring,Regular,Adidas
888,Jacket,XS,Polyester,Summer,Red,31,30,46,33,Yoga,Low,Yes,Medium,Low,Yes,Yes,0,7,Drawstring,Slim,Nike
889,Jacket,M,Wool,Winter,Green,37,45,45,20,Yoga,Medium,No,Low,Medium,Yes,Yes,1,8,Drawstring,Slim,Adidas
890,Shirt,XXL,Polyester,Summer,Blue,34,32,0,26,Cycling,High,No,Medium,High,Yes,No,2,9,Elastic,Slim,Nike
891,Shorts,M,Linen,Winter,Blue,35,0,35,21,Cycling,Low,No,High,High,No,Yes,2,2,Drawstring,Relaxed,Adidas
892,Jacket,M,Polyester,Summer,Green,34,44,36,36,Yoga,High,Yes,High,High,No,No,3,1,Drawstring,Slim,Adidas
893,Shorts,S,Spandex,Spring,Black,30,0,38,20,Cycling,High,Yes,High,Medium,Yes,No,2,1,Drawstring,Slim,Nike
894,Tank Top,M,Nylon,Winter,Green,33,36,0,37,Running,Low,No,Medium,Medium,No,Yes,3,2,Drawstring,Slim,Adidas
895,Jacket,XL,Linen,Spring,White,27,47,43,26,Cycling,High,Yes,Low,Medium,No,No,2,3,Drawstring,Regular,Adidas
896,Leggings,XS,Linen,Fall,Blue,25,0,37,28,Weightlifting,Low,No,Low,High,Yes,Yes,1,9,Drawstring,Slim,Adidas
897,Jacket,S,Linen,Fall,Green,29,38,43,38,Weightlifting,Low,Yes,Low,Low,No,Yes,1,7,Drawstring,Slim,Adidas
898,Jacket,S,Spandex,Spring,Black,33,30,49,21,Weightlifting,High,Yes,High,Low,No,No,3,1,Drawstring,Relaxed,Nike
899,Jacket,M,Spandex,Winter,Green,24,41,48,37,Cycling,High,No,High,Medium,Yes,No,3,1,Elastic,Slim,Adidas
900,Tank Top,XXL,Wool,Fall,Black,34,37,0,30,Cycling,Low,Yes,High,Medium,Yes,Yes,1,3,Drawstring,Slim,Nike
901,Leggings,XS,Nylon,Spring,Green,30,0,45,35,Running,Low,No,Medium,Low,Yes,Yes,0,2,Elastic,Regular,Adidas
902,Shorts,S,Spandex,Winter,White,35,0,31,34,Yoga,Medium,No,Low,High,Yes,No,0,1,Elastic,Relaxed,Nike
903,Tank Top,XXL,Nylon,Winter,Black,39,37,0,34,Running,High,No,Low,Low,No,Yes,2,5,Drawstring,Slim,Nike
904,Shirt,XXL,Silk,Spring,Blue,24,31,0,37,Weightlifting,Low,No,Low,Medium,Yes,No,2,0,Elastic,Slim,Adidas
905,Tank Top,M,Nylon,Summer,Blue,26,45,0,31,Yoga,High,No,Low,Low,No,No,3,0,Drawstring,Relaxed,Nike
906,Shirt,S,Spandex,Summer,Green,29,47,0,34,Yoga,Medium,No,Low,High,No,Yes,1,2,Elastic,Relaxed,Nike
907,Shorts,XL,Linen,Winter,Black,36,0,30,21,Yoga,High,No,Low,Low,Yes,No,1,9,Drawstring,Slim,Adidas
908,Jacket,L,Nylon,Spring,Red,37,43,44,27,Running,High,No,Low,Medium,No,Yes,1,5,Drawstring,Relaxed,Adidas
909,Shirt,XXL,Cotton,Winter,White,27,35,0,35,Yoga,Low,Yes,Low,Medium,Yes,Yes,3,2,Drawstring,Regular,Adidas
910,Shirt,XS,Silk,Winter,Black,31,40,0,39,Running,High,Yes,Medium,High,Yes,No,3,6,Elastic,Relaxed,Nike
911,Leggings,XXL,Linen,Spring,Blue,25,0,47,35,Cycling,Medium,No,Low,High,Yes,No,0,7,Drawstring,Relaxed,Nike
912,Shirt,L,Nylon,Fall,Black,24,48,0,35,Yoga,Low,Yes,High,High,No,Yes,3,9,Drawstring,Slim,Adidas
913,Shirt,S,Spandex,Fall,Blue,36,34,0,20,Running,Low,No,Low,High,Yes,No,0,6,Drawstring,Slim,Adidas
914,Shirt,XXL,Nylon,Winter,White,39,32,0,33,Weightlifting,Medium,No,High,High,Yes,Yes,3,8,Drawstring,Slim,Nike
915,Shorts,L,Spandex,Summer,Blue,24,0,41,32,Weightlifting,Medium,Yes,Medium,High,Yes,Yes,3,9,Drawstring,Regular,Nike
916,Shorts,M,Silk,Winter,White,24,0,36,20,Cycling,Low,No,Low,Low,Yes,Yes,0,7,Drawstring,Slim,Nike
917,Shorts,L,Spandex,Winter,Red,30,0,43,29,Running,Medium,Yes,Low,Low,No,No,3,4,Elastic,Regular,Adidas
918,Tank Top,XS,Polyester,Winter,Black,34,40,0,31,Weightlifting,Low,Yes,Medium,Low,No,No,2,9,Elastic,Slim,Adidas
919,Jacket,S,Silk,Winter,White,27,32,45,30,Weightlifting,Low,Yes,Medium,Medium,No,Yes,1,0,Drawstring,Slim,Adidas
920,Tank Top,XXL,Polyester,Winter,Green,25,49,0,37,Weightlifting,High,No,High,High,No,No,2,9,Elastic,Slim,Adidas
921,Shorts,M,Polyester,Spring,White,27,0,40,38,Running,Medium,Yes,High,Low,Yes,No,2,5,Elastic,Slim,Adidas
922,Jacket,XXL,Wool,Winter,Green,39,36,31,23,Weightlifting,Low,Yes,Low,Medium,Yes,Yes,0,1,Drawstring,Slim,Adidas
923,Shirt,S,Wool,Winter,Black,24,36,0,37,Running,Medium,No,Low,Medium,No,No,3,8,Drawstring,Regular,Nike
924,Tank Top,M,Wool,Winter,Blue,31,42,0,33,Running,Low,No,Low,Medium,No,No,3,4,Drawstring,Relaxed,Adidas
925,Leggings,L,Nylon,Fall,White,25,0,46,38,Cycling,Medium,No,Low,Low,No,No,1,8,Drawstring,Slim,Nike
926,Tank Top,XL,Linen,Fall,Green,30,47,0,39,Yoga,High,No,Medium,Medium,No,No,1,4,Elastic,Slim,Nike
927,Jacket,XXL,Linen,Fall,Red,28,49,32,27,Cycling,Low,Yes,Medium,High,No,No,3,4,Elastic,Regular,Adidas
928,Shirt,S,Silk,Summer,Red,24,34,0,20,Yoga,High,Yes,High,Medium,No,No,0,4,Drawstring,Relaxed,Adidas
929,Leggings,M,Polyester,Summer,Black,31,0,48,21,Running,Medium,No,Low,High,No,Yes,2,2,Drawstring,Relaxed,Adidas
930,Jacket,S,Wool,Winter,Green,32,42,32,30,Yoga,High,No,Low,Low,No,No,1,8,Drawstring,Regular,Nike
931,Jacket,XXL,Wool,Spring,White,34,40,41,38,Cycling,Low,No,Low,Medium,Yes,Yes,1,1,Elastic,Regular,Adidas
932,Tank Top,L,Wool,Fall,Red,24,48,0,23,Yoga,High,Yes,High,High,No,Yes,0,4,Elastic,Regular,Adidas
933,Shirt,XL,Linen,Summer,Green,37,40,0,34,Cycling,Medium,No,Medium,Medium,Yes,No,1,3,Elastic,Regular,Adidas
934,Shorts,M,Cotton,Summer,Red,35,0,35,20,Cycling,Low,Yes,Medium,High,No,No,2,2,Elastic,Slim,Adidas
935,Jacket,XXL,Polyester,Summer,Red,36,48,40,26,Weightlifting,High,Yes,Medium,High,Yes,No,3,0,Elastic,Regular,Nike
936,Tank Top,XL,Silk,Summer,Black,35,30,0,35,Yoga,Medium,Yes,High,Low,Yes,Yes,1,9,Elastic,Slim,Nike
937,Leggings,M,Spandex,Summer,White,39,0,46,32,Weightlifting,Medium,No,Medium,Medium,No,Yes,1,7,Elastic,Slim,Adidas
938,Shorts,S,Linen,Spring,Blue,38,0,39,30,Cycling,Low,Yes,High,High,Yes,Yes,2,1,Elastic,Regular,Adidas
939,Shirt,M,Linen,Winter,Green,26,36,0,26,Cycling,High,No,High,Low,No,No,1,2,Drawstring,Regular,Nike
940,Shirt,M,Cotton,Spring,Red,38,36,0,33,Running,High,Yes,Medium,High,Yes,Yes,2,3,Drawstring,Slim,Nike
941,Leggings,L,Nylon,Summer,Black,37,0,39,26,Yoga,High,Yes,Low,Low,No,Yes,2,0,Elastic,Regular,Nike
942,Leggings,XL,Silk,Winter,White,24,0,45,37,Cycling,Low,Yes,Medium,Low,Yes,No,0,0,Drawstring,Relaxed,Nike
943,Tank Top,XL,Wool,Spring,White,33,38,0,36,Weightlifting,High,No,Low,Medium,Yes,No,0,6,Drawstring,Regular,Nike
944,Leggings,S,Linen,Fall,Red,25,0,33,35,Weightlifting,High,No,High,Medium,Yes,Yes,3,0,Elastic,Slim,Adidas
945,Jacket,S,Wool,Winter,Green,28,36,44,26,Yoga,High,No,High,High,No,No,1,8,Drawstring,Slim,Adidas
946,Shorts,XL,Spandex,Spring,Green,37,0,34,39,Weightlifting,Medium,No,Low,Low,No,Yes,1,3,Drawstring,Slim,Adidas
947,Tank Top,L,Silk,Winter,Green,24,49,0,38,Weightlifting,High,Yes,Medium,Medium,Yes,No,1,5,Drawstring,Relaxed,Nike
948,Jacket,L,Polyester,Winter,Green,39,48,44,29,Weightlifting,High,Yes,Low,Medium,Yes,No,3,6,Elastic,Relaxed,Nike
949,Tank Top,L,Wool,Fall,Blue,27,45,0,29,Running,Low,Yes,Medium,Low,No,No,2,9,Drawstring,Regular,Adidas
950,Jacket,XXL,Cotton,Fall,Black,39,40,37,34,Yoga,Medium,Yes,High,High,Yes,No,2,8,Elastic,Slim,Nike
951,Shirt,L,Silk,Summer,Red,28,47,0,33,Yoga,Medium,Yes,High,Medium,No,No,2,2,Elastic,Slim,Adidas
952,Tank Top,S,Cotton,Fall,Green,27,47,0,27,Cycling,Medium,Yes,Low,Low,Yes,No,2,4,Drawstring,Slim,Adidas
953,Leggings,XL,Polyester,Summer,Blue,33,0,40,34,Running,Medium,No,High,High,No,Yes,2,8,Elastic,Relaxed,Nike
954,Shirt,XS,Spandex,Spring,Blue,34,32,0,38,Cycling,Medium,Yes,Low,High,Yes,Yes,2,1,Drawstring,Slim,Adidas
955,Shirt,S,Nylon,Summer,Black,29,35,0,29,Weightlifting,Medium,No,High,High,Yes,Yes,1,5,Drawstring,Relaxed,Nike
956,Tank Top,L,Linen,Fall,Green,32,35,0,27,Cycling,Low,Yes,Medium,Medium,Yes,No,1,4,Drawstring,Slim,Nike
957,Leggings,XL,Polyester,Winter,Black,34,0,37,29,Yoga,High,Yes,High,Low,No,No,2,9,Elastic,Regular,Adidas
958,Jacket,XXL,Nylon,Fall,Blue,38,49,35,27,Yoga,Low,Yes,Low,High,Yes,No,2,3,Drawstring,Regular,Nike
959,Leggings,L,Spandex,Summer,Black,28,0,48,37,Yoga,Medium,Yes,Medium,Medium,No,Yes,1,6,Elastic,Regular,Adidas
960,Jacket,M,Wool,Fall,Red,32,41,34,20,Weightlifting,High,Yes,Low,Low,No,No,0,8,Drawstring,Relaxed,Adidas
961,Shirt,XL,Silk,Spring,White,35,36,0,29,Running,Low,No,High,High,Yes,No,0,5,Drawstring,Regular,Adidas
962,Leggings,L,Polyester,Winter,Black,36,0,45,27,Running,Medium,Yes,Medium,Medium,No,No,1,3,Elastic,Slim,Nike
963,Tank Top,M,Wool,Winter,Blue,31,45,0,30,Running,High,No,Medium,Medium,No,No,3,8,Elastic,Slim,Adidas
964,Shirt,L,Spandex,Spring,Red,32,31,0,26,Weightlifting,Low,Yes,Medium,Medium,No,No,1,7,Elastic,Regular,Nike
965,Tank Top,L,Linen,Winter,Black,34,32,0,38,Yoga,Low,No,Medium,Medium,No,No,0,6,Drawstring,Slim,Adidas
966,Jacket,L,Spandex,Fall,Green,39,30,39,31,Weightlifting,Low,Yes,Low,Low,No,Yes,2,4,Elastic,Regular,Adidas
967,Shorts,M,Nylon,Spring,Green,32,0,30,30,Cycling,Low,No,Low,Medium,Yes,No,0,5,Drawstring,Relaxed,Nike
968,Tank Top,XL,Silk,Spring,White,37,49,0,33,Weightlifting,High,Yes,Medium,Medium,Yes,Yes,3,2,Drawstring,Slim,Nike
969,Tank Top,XL,Silk,Spring,Blue,32,49,0,20,Running,Low,Yes,Medium,Medium,No,Yes,3,4,Drawstring,Relaxed,Nike
970,Jacket,XS,Wool,Fall,Red,32,34,40,22,Yoga,Low,No,Medium,Low,Yes,No,3,1,Elastic,Regular,Nike
971,Tank Top,S,Spandex,Spring,Black,35,39,0,25,Cycling,High,No,Low,Medium,Yes,Yes,3,1,Elastic,Relaxed,Nike
972,Tank Top,S,Wool,Spring,Red,25,31,0,31,Weightlifting,High,No,High,Low,Yes,Yes,3,4,Elastic,Slim,Adidas
973,Tank Top,XS,Polyester,Fall,Green,34,43,0,38,Running,Low,No,High,Medium,No,No,2,2,Elastic,Slim,Nike
